# Zoyla Test Results
# Exported: 2025-12-22T19:51:52.795Z
# URL: https://httpbin.org/get
# Method: GET
# Total Requests: 500
# Successful: 234
# Failed: 266
# Total Time: 4.8183s
# Requests/sec: 103.77
# Avg Response: 981.65ms
# Min Response: 0.20ms
# Max Response: 4816.42ms

request_num,status,duration_ms,success,timestamp_ms,error
219,0,76.98,false,80.74,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976449560000_1214545731)"
220,0,75.33,false,81.10,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976451582000_177135563)"
221,0,33.80,false,81.12,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493124000_3686601853)"
222,0,33.81,false,81.19,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493185000_192893105)"
223,0,76.63,false,81.20,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976450375000_2871778432)"
224,0,77.19,false,81.21,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976449824000_4190811403)"
225,0,33.67,false,81.21,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493346000_1710923660)"
226,0,33.73,false,81.22,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493296000_3712985021)"
227,0,33.91,false,81.37,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493266000_4231095070)"
228,0,34.10,false,81.59,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493289000_823110613)"
229,0,80.40,false,81.64,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976447040000_4212527669)"
230,0,77.40,false,81.94,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976450347000_2510760054)"
231,0,34.77,false,82.27,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493311000_646223718)"
232,0,34.78,false,82.31,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493339000_2199572069)"
233,0,77.82,false,82.57,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976450555000_3374886617)"
234,0,79.61,false,82.90,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976449104000_770242695)"
235,0,60.95,false,82.91,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976467767000_3507354752)"
236,0,54.65,false,99.69,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976490847000_3255181115)"
237,0,81.40,false,99.71,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976464110000_1664708037)"
238,0,92.68,false,99.72,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976452839000_2986389458)"
239,0,84.80,false,99.72,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976460731000_750300965)"
240,0,54.78,false,99.73,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976490757000_295221917)"
241,0,54.83,false,99.74,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976490720000_2954590169)"
242,0,91.84,false,99.75,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976453716000_608697404)"
243,0,54.34,false,99.86,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976491323000_3132175996)"
244,0,96.36,false,99.91,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976449363000_2187103278)"
245,0,54.40,false,99.96,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976491369000_3213950666)"
246,0,54.40,false,99.97,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976491378000_2822523743)"
247,0,97.23,false,99.98,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976448559000_1035221375)"
248,0,96.48,false,99.98,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976449316000_1308937666)"
249,0,53.26,false,99.99,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976492543000_4259747943)"
250,0,93.44,false,100.00,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976452368000_816008115)"
251,0,53.22,false,100.02,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976492605000_1949576409)"
252,0,97.32,false,100.04,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976448519000_1444524696)"
253,0,94.06,false,100.04,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976451790000_2484033527)"
254,0,94.90,false,100.08,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976450982000_3882140814)"
255,0,95.39,false,100.41,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976450825000_2456963086)"
256,0,53.26,false,100.42,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976492962000_2900885576)"
257,0,95.71,false,100.43,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976450521000_2977839115)"
258,0,52.91,false,100.43,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493333000_2642918694)"
259,0,78.86,false,100.93,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976467878000_78583278)"
260,0,78.85,false,100.94,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976467900000_2789907230)"
261,0,103.30,false,108.50,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976451008000_654660630)"
262,0,108.18,false,108.52,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976446142000_1008867971)"
263,0,71.36,false,118.83,"DNS resolution failed: error sending request for url (https://httpbin.org/get?_cb=1766432976493276000_325012028)"
264,200,1149.56,true,1163.68,
265,200,1151.85,true,1163.75,
266,200,1163.30,true,1168.94,
267,200,1167.99,true,1179.65,
268,200,1170.60,true,1179.66,
269,200,1168.21,true,1179.67,
270,200,1180.45,true,1193.93,
271,200,1183.43,true,1196.41,
272,200,1219.23,true,1224.53,
273,200,1211.46,true,1224.54,
274,200,1209.90,true,1224.54,
275,200,1220.80,true,1225.87,
276,200,1225.97,true,1231.21,
277,200,1240.63,true,1244.11,
278,200,1217.85,true,1265.36,
279,200,1262.21,true,1265.43,
280,200,1269.03,true,1274.36,
281,200,1274.32,true,1274.37,
282,200,1274.84,true,1275.45,
283,200,1304.30,true,1304.74,
284,200,1300.37,true,1313.99,
285,200,1322.96,true,1325.86,
286,200,1327.48,true,1328.14,
287,200,1330.50,true,1344.66,
288,200,1349.63,true,1353.47,
289,200,1357.10,true,1359.71,
290,200,1367.98,true,1379.14,
291,200,1375.14,true,1381.10,
292,200,1377.76,true,1390.64,
293,200,1391.70,true,1405.94,
294,200,1406.51,true,1417.58,
295,200,1422.64,true,1426.73,
296,200,1426.51,true,1428.46,
297,200,1440.51,true,1440.74,
298,200,1443.94,true,1448.10,
299,200,1457.35,true,1470.19,
300,200,1461.19,true,1473.35,
301,200,1474.99,true,1478.94,
302,200,1493.27,true,1504.87,
303,200,1503.82,true,1509.53,
304,200,1523.14,true,1529.35,
305,200,1494.56,true,1529.40,
306,200,1529.78,true,1544.34,
307,200,1554.44,true,1556.26,
308,200,1554.94,true,1556.39,
309,200,1555.29,true,1556.40,
310,200,1545.29,true,1556.41,
311,200,1515.72,true,1561.84,
312,200,1533.20,true,1561.87,
313,200,1562.00,true,1576.09,
314,200,1564.73,true,1578.15,
315,200,1541.94,true,1581.72,
316,200,1573.27,true,1585.55,
317,200,1579.90,true,1587.67,
318,200,1582.69,true,1588.28,
319,200,1577.80,true,1591.57,
320,200,1583.60,true,1596.74,
321,200,1570.95,true,1596.80,
322,200,1589.33,true,1596.81,
323,200,1585.70,true,1624.08,
324,200,1615.51,true,1627.27,
325,200,1623.79,true,1632.67,
326,200,1629.50,true,1642.18,
327,200,1635.69,true,1644.08,
328,200,1637.01,true,1645.21,
329,200,1640.33,true,1652.52,
330,200,1641.21,true,1652.56,
331,200,1638.68,true,1652.58,
332,200,1640.63,true,1652.59,
333,200,1640.15,true,1653.90,
334,200,1651.16,true,1658.48,
335,200,1654.52,true,1659.49,
336,200,1662.98,true,1667.21,
337,200,1663.36,true,1667.23,
338,200,1654.54,true,1667.25,
339,200,1666.51,true,1698.02,
340,200,1688.74,true,1698.08,
341,200,1696.39,true,1705.86,
342,200,1694.25,true,1705.89,
343,200,1701.01,true,1705.92,
344,200,1703.33,true,1715.75,
345,200,1704.77,true,1717.62,
346,200,1717.00,true,1730.17,
347,200,1716.15,true,1730.20,
348,200,1700.18,true,1736.40,
349,200,1747.15,true,1747.41,
350,200,1707.97,true,1748.36,
351,200,1739.68,true,1753.51,
352,200,1706.34,true,1753.79,
353,200,1709.97,true,1754.23,
354,200,1743.15,true,1757.63,
355,200,1750.98,true,1765.43,
356,200,1731.26,true,1765.46,
357,200,1760.43,true,1774.78,
358,200,1767.72,true,1774.81,
359,200,1747.71,true,1779.70,
360,502,1766.49,false,1779.72,"HTTP 502"
361,200,1820.87,true,1821.04,
362,200,1807.35,true,1821.07,
363,200,1811.96,true,1825.28,
364,200,1814.90,true,1827.86,
365,200,1832.45,true,1834.15,
366,200,1833.67,true,1836.31,
367,200,1828.67,true,1840.72,
368,200,1835.67,true,1849.63,
369,200,1821.96,true,1849.65,
370,200,1839.97,true,1851.85,
371,200,1812.63,true,1851.86,
372,200,1845.60,true,1853.00,
373,200,1847.47,true,1856.86,
374,200,1850.60,true,1863.69,
375,200,1852.46,true,1863.72,
376,200,1853.08,true,1866.73,
377,200,1863.32,true,1876.61,
378,200,1878.61,true,1878.99,
379,200,1848.06,true,1887.03,
380,200,1893.33,true,1898.84,
381,200,1890.99,true,1902.68,
382,200,1903.64,true,1909.25,
383,200,1901.10,true,1909.27,
384,200,1904.41,true,1916.23,
385,200,1907.66,true,1922.27,
386,200,1908.18,true,1922.32,
387,200,1912.19,true,1926.12,
388,200,1903.47,true,1930.47,
389,200,1943.34,true,1946.93,
390,200,1946.43,true,1946.96,
391,200,1917.46,true,1951.32,
392,200,1904.65,true,1951.35,
393,200,1954.31,true,1959.72,
394,200,1962.44,true,1962.64,
395,200,1959.69,true,1973.90,
396,200,1961.26,true,1975.93,
397,200,1971.60,true,1975.93,
398,200,1987.26,true,1989.62,
399,200,1987.84,true,1995.21,
400,200,1983.45,true,1995.25,
401,200,1993.74,true,1995.27,
402,200,1989.05,true,2002.25,
403,502,1970.88,false,2006.09,"HTTP 502"
404,200,2006.65,true,2009.09,
405,200,1997.54,true,2027.48,
406,200,2013.21,true,2027.51,
407,200,2037.16,true,2044.59,
408,200,2044.60,true,2048.78,
409,200,2066.74,true,2067.16,
410,200,2066.90,true,2067.20,
411,200,2033.15,true,2078.62,
412,200,2046.06,true,2078.66,
413,200,2069.75,true,2081.88,
414,200,2079.11,true,2088.40,
415,200,2089.17,true,2092.89,
416,200,2095.93,true,2108.48,
417,200,2094.09,true,2108.51,
418,200,2105.52,true,2112.49,
419,200,2136.83,true,2144.55,
420,200,2131.64,true,2144.76,
421,200,2148.21,true,2160.64,
422,200,2167.39,true,2173.40,
423,200,2171.26,true,2182.58,
424,200,2159.00,true,2189.58,
425,200,2162.44,true,2195.60,
426,200,2185.94,true,2198.58,
427,200,2209.05,true,2209.75,
428,200,2200.44,true,2211.86,
429,200,2186.60,true,2211.88,
430,200,2215.40,true,2216.18,
431,200,2215.98,true,2230.26,
432,200,2221.65,true,2234.14,
433,200,2211.66,true,2238.07,
434,200,2234.35,true,2247.62,
435,200,2242.70,true,2252.12,
436,200,2277.50,true,2292.01,
437,200,2277.49,true,2292.07,
438,200,2281.31,true,2293.78,
439,200,2280.99,true,2295.84,
440,200,2284.24,true,2299.00,
441,200,2295.68,true,2308.69,
442,200,2294.53,true,2308.72,
443,200,2378.93,true,2390.16,
444,200,2393.64,true,2406.40,
445,200,2420.38,true,2459.88,
446,200,2447.56,true,2462.34,
447,200,2497.58,true,2510.14,
448,200,2536.24,true,2537.43,
449,200,2522.50,true,2537.44,
450,200,2530.91,true,2542.44,
451,200,2541.51,true,2554.70,
452,200,2543.07,true,2580.92,
453,200,2602.08,true,2608.56,
454,200,2608.42,true,2614.50,
455,200,2625.26,true,2630.73,
456,200,2629.67,true,2644.00,
457,200,2649.89,true,2660.99,
458,200,2661.63,true,2673.20,
459,200,2667.25,true,2678.73,
460,200,2641.37,true,2686.33,
461,200,2674.26,true,2686.34,
462,200,2674.35,true,2686.37,
463,200,2693.14,true,2705.13,
464,200,2683.91,true,2708.46,
465,200,2706.14,true,2713.75,
466,200,2709.06,true,2716.12,
467,200,2704.99,true,2717.90,
468,200,2716.41,true,2731.39,
469,200,2718.88,true,2732.27,
470,200,2727.43,true,2739.16,
471,200,2745.59,true,2757.91,
472,200,2755.90,true,2763.41,
473,200,2755.58,true,2769.14,
474,200,2780.21,true,2791.59,
475,200,2796.05,true,2796.98,
476,200,2765.61,true,2813.13,
477,200,2813.80,true,2827.60,
478,200,2856.34,true,2870.02,
479,200,2883.74,true,2884.22,
480,200,2901.59,true,2908.86,
481,200,2906.61,true,2918.99,
482,200,2944.14,true,2946.30,
483,200,2934.67,true,2949.67,
484,200,3021.50,true,3029.63,
485,200,3030.75,true,3037.29,
486,200,3148.32,true,3149.15,
487,200,3139.76,true,3153.00,
488,502,3180.40,false,3193.21,"HTTP 502"
489,200,3193.90,true,3207.34,
490,200,3244.46,true,3280.15,
491,200,3270.67,true,3317.77,
492,200,3313.53,true,3317.80,
493,200,3345.51,true,3353.30,
494,200,3361.80,true,3369.47,
495,200,3488.15,true,3491.79,
496,200,3494.14,true,3495.92,
497,200,3472.46,true,3505.97,
498,200,3848.10,true,3862.82,
499,200,4160.39,true,4167.32,
500,200,4816.42,true,4818.28,
